,Bias_1,Bias_2,Bias_3,Bias_4,Time,Fidelity
90,-10.0,-10.0,-10.0,-10.0,2.9454000000000002,0.9548999606574
91,-10.0,-10.0,-10.0,-10.0,28.373400000000004,0.9195033330558243
92,9.8476,8.4074,8.3954,9.8666,21.7311,0.9525417913837632
93,9.658000000000001,8.257,8.0998,9.5184,5.9133000000000004,0.9049948854628662
94,10.0,10.0,10.0,10.0,27.971400000000003,0.9763039123924497
95,-10.0,-10.0,-10.0,-10.0,2.7192000000000003,0.964811292234884
96,-10.0,-10.0,-10.0,-10.0,2.7552000000000003,0.9698496611285439
97,10.0,10.0,10.0,10.0,22.306800000000003,0.9134745200255665
98,-10.0,-9.9496,-9.7638,-10.0,2.6766,0.9420693093282254
99,-10.0,-10.0,-10.0,-10.0,2.7207000000000003,0.9650701381110249
