,Bias_1,Bias_2,Bias_3,Bias_4,Bias_5,Bias_6,Time,Fidelity
0,9.419645232407014,9.962567719724895,10.0,9.367710580564886,-10.0,-6.156567921494979,12.341661967325935,0.984193863199577
1,-9.999942577561221,-9.999753943031857,-9.99958100554782,-9.949853640134615,10.0,10.0,2.8113743796352577,0.9705211624056976
2,0.4940046113313919,-2.8645412328282753,-2.250749546229098,0.2528631891493627,-4.59691779159324,8.109718003742868,18.027452926296327,0.949864049736591
3,-10.0,-9.99700352131313,-9.990855235316467,-9.946465500098704,10.0,5.76984285953292,2.8116706638318387,0.9704988228565428
4,10.0,10.0,10.0,9.95006003631902,-10.0,-9.637729217592998,2.8113463050087795,0.9705204746976974
5,-2.3885516718887407,-6.254976618067424,-6.295769855177469,-2.6469648845131526,-5.837869728287374,5.924065028100796,27.26637922598831,0.9487815649571513
6,-9.827975128861924,-9.824136010106296,-9.858964897227564,-9.804180306056816,10.0,6.710391020315816,28.116872185288482,0.9913019534010906
7,-10.0,-7.88693865100273,-8.397608206293453,-9.84062902063429,10.0,-9.505941094115192,8.9119545484377,0.9629082798685888
8,-7.944796195482519,-7.342579976875661,-7.660024596252665,-8.031250318844688,9.488473120307722,-9.471183780909227,27.511027241163113,0.9564969648806928
9,9.895222399745117,9.870012458949418,10.0,9.924908467571509,-10.0,9.89201729035277,28.085881049786085,0.9871729124834108
10,9.51973964835039,10.0,9.61917982388316,9.268316713491158,-10.0,7.2874138801308215,18.026653841248415,0.9420402664007892
11,-4.613023795581326,-4.653175131261371,5.273259001370707,-4.634908336183043,-4.534624962181906,5.77017682949542,29.974053862882652,0.9797993938240481
12,-9.430346598588649,-10.0,-9.984930725048093,-9.37673235589343,10.0,7.205175674725918,12.331480764518291,0.9844581375576597
13,-9.99740625564854,-9.769554682390336,-9.943563247914653,-9.665192195688547,10.0,7.263817494406406,22.332202705789836,0.9652436416317949
14,-10.0,-9.996852650372738,-9.996753757509417,-9.948379781435282,10.0,10.0,2.8120651091261766,0.9705175230011919
15,-7.996963733140137,-9.49660098818684,-10.0,-7.83288432530698,10.0,4.710459270051465,8.913170216174192,0.9628684894943782
16,-8.597435909675944,-9.504896005069973,-9.48409203135389,-8.55934800957262,10.0,-10.0,25.12379433059388,0.9968181775304114
17,1.029915170477177,5.1679038263321235,5.180545492977679,1.1679118270919757,7.88946461223191,-8.367604460916596,28.60342342452881,0.9615199076185797
18,7.064393745378562,7.7589720837493195,7.643650795226788,6.967851489041055,-10.0,10.0,21.73735594942089,0.9829269321799897
19,-8.30910757701386,-9.547842895361903,-9.558364489896942,-8.244068557654524,10.0,3.0110232796753955,6.252921113491855,0.996686726313097
20,-4.873253956414105,-8.563166412246874,-7.879146340062588,-4.862517035917547,10.0,-10.0,20.854368226272786,0.985132348514351
