,Bias_1,Bias_2,Bias_3,Bias_4,Bias_5,Bias_6,Bias_7,Time,Fidelity
0,8.746098130313712,10.0,9.991403659222694,8.69360180090152,-10.0,-4.982781336339979,5.262156953826449,6.252986169888475,0.9968814563362275
1,-8.913479680667626,-6.658657093741099,-5.925228194310902,-8.950785194028308,10.0,-6.67689636402287,-10.0,14.776902797633646,0.9778010674246304
2,7.53018755241128,3.8588218396588125,3.8577369475812184,7.475450900391653,-10.0,10.0,-9.99888545388185,22.43140538702946,0.9596218224765132
3,-9.42284189808869,-9.660658193311201,-9.477188341404604,-9.665594061574422,10.0,-10.0,-9.366527404852773,22.321159231764415,0.9627330638751498
4,-10.0,-10.0,-10.0,-9.9500851187281,10.0,10.0,-1.1296640312780104,2.811376000773407,0.9705210856296154
5,8.215769761218809,8.197929854600282,8.292061405040723,8.218985234835955,-10.0,-5.119224222264429,10.0,28.11312258510301,0.99180692351228
6,-9.769117075288051,-9.996937260656702,-9.82229729038932,-10.0,10.0,9.961200063063748,-9.93641892880766,22.331919941509963,0.9652976886145564
7,-7.99102282907169,-9.481891883733944,-10.0,-7.825986302882765,10.0,-8.859270237191895,6.310099608921078,8.909487588562339,0.9625923024124153
8,10.0,10.0,10.0,9.949913659576964,-10.0,0.782579340603999,-1.7087643347283596,2.8113583066560004,0.9704848803690217
9,-10.0,-7.8866547876957345,-8.394664909490507,-9.843612703068638,10.0,9.944127927950847,-1.8903240576230633,8.911543600151509,0.9639526160867
10,-9.942176728158255,-9.972639765812342,-0.26389953198353255,-9.97306434076561,-9.833453134194137,-0.6053765640633899,9.928351082129002,29.983708998694986,0.9828448064139889
11,10.0,10.0,10.0,9.949988736478835,-10.0,-2.8341755736817205,7.503471027940298,2.8113482994109598,0.9704986174403226
12,7.173471210902368,7.1733793378376545,7.173234869772855,7.116238192926085,-10.0,10.0,4.380544911431743,2.812041301687099,0.9694267000510196
13,7.333095553185217,5.833559135367607,5.3297627153607054,7.385136138254896,-10.0,10.0,-1.4782487647468905,8.913517210494927,0.9624206038928729
14,-10.0,-10.0,-9.99999084864595,-9.950062210906822,10.0,9.780161387049372,0.48792250824445527,2.8113493989681073,0.9705206848202723
15,9.165172781438127,9.859246393255747,9.744862426189203,9.073629028064708,-10.0,6.422570108484281,10.0,21.73595285897191,0.9834937638384197
16,2.4333307372428554,4.448846203130228,3.8479315685490985,2.427876060613582,-5.20013503625538,6.7022279578101704,4.527697188275321,24.206455833515424,0.9492731118960349
