,Bias_1,Bias_2,Bias_3,Bias_4,Bias_5,Time,Fidelity
0,-10.0,-10.0,-10.0,10.0,-10.0,2.0922,0.9774503378660193
1,10.0,10.0,10.0,-9.4924,-10.0,2.2065,0.9962456915332916
2,-10.0,-10.0,-10.0,-2.5186,10.0,2.1984000000000004,0.9757120772149777
3,-10.0,-10.0,-10.0,1.6148,0.46480000000000005,6.686400000000001,0.9853144718428646
4,10.0,10.0,10.0,-10.0,-1.2856,11.021400000000002,0.9839211928148366
5,10.0,10.0,10.0,-7.284000000000001,10.0,2.1603000000000003,0.9880143989480697
6,10.0,10.0,10.0,-5.5196000000000005,2.4862,6.776400000000001,0.980441507586195
7,-10.0,-10.0,-10.0,10.0,-2.21,15.537300000000002,0.9869823208999726
8,-10.0,-10.0,-10.0,9.2174,2.7568,2.1999000000000004,0.9958557020351716
9,10.0,10.0,10.0,-5.649,-10.0,6.658200000000001,0.9919823463556946
10,-10.0,-10.0,-10.0,3.4874,-4.2548,6.778200000000001,0.9776789664641097
11,-10.0,-10.0,-10.0,10.0,1.8882,11.1264,0.9918353766041712
12,-10.0,-10.0,-10.0,10.0,10.0,2.1846,0.9952504704652431
13,10.0,10.0,10.0,-10.0,0.35860000000000003,20.078400000000002,0.9755903989824111
14,-10.0,-10.0,-10.0,10.0,8.75,6.561000000000001,0.9839713030228724
15,10.0,10.0,10.0,-10.0,-10.0,6.637200000000001,0.9942327505807196
16,-10.0,-10.0,-10.0,10.0,-10.0,2.0835000000000004,0.9751912842409619
17,-10.0,-10.0,-10.0,10.0,10.0,2.3112000000000004,0.9888334860119103
18,10.0,10.0,10.0,0.783,-3.7682,2.3064,0.9780775065699757
19,10.0,10.0,10.0,-10.0,5.1122000000000005,11.011500000000002,0.9818225637133456
20,10.0,10.0,10.0,-6.16,3.9134,2.3544,0.9776688966424205
21,-10.0,-9.9564,-10.0,10.0,-2.9602,6.709200000000001,0.9819615329363829
22,-10.0,-10.0,-10.0,0.7804,-0.733,6.710700000000001,0.9818631956428016
23,-10.0,-10.0,-10.0,10.0,9.5572,2.0871000000000004,0.9785671830169275
24,-10.0,-10.0,-10.0,10.0,2.2328,6.809400000000001,0.9751787410122956
25,10.0,10.0,10.0,-10.0,10.0,2.1642,0.9905337177514246
26,10.0,10.0,10.0,-10.0,1.883,11.0469,0.987784092589087
27,-10.0,-10.0,-10.0,10.0,-10.0,2.2014,0.9933086754354657
28,-8.3348,2.8418,-8.2294,1.8392000000000002,9.5036,17.369100000000003,0.9853296068852658
29,-10.0,-10.0,-10.0,10.0,9.9244,6.792300000000001,0.9796902528847133
30,10.0,10.0,10.0,0.08120000000000001,3.7368,2.2473,0.9854320140375142
31,-10.0,-10.0,-10.0,2.293,-10.0,2.1669,0.9809873429020071
32,10.0,10.0,10.0,-3.285,1.2996,6.644400000000001,0.9881679833872314
33,9.663,9.047,9.347000000000001,-1.8402,5.8386000000000005,13.143300000000002,0.9726164328862514
34,-10.0,-10.0,-10.0,2.4046000000000003,3.7084,11.0523,0.9749893898218572
35,-10.0,-10.0,-10.0,2.45,-2.2058,2.3484000000000003,0.9759690896602636
36,10.0,10.0,10.0,-10.0,5.4196,2.2986000000000004,0.9907435809305349
37,10.0,10.0,10.0,-10.0,10.0,2.0997000000000003,0.9792817387630395
38,10.0,10.0,10.0,-7.272600000000001,1.7362000000000002,6.666600000000001,0.9934075446310403
39,10.0,10.0,10.0,-5.0216,-10.0,6.5772,0.9830267188189408
40,-10.0,-10.0,-10.0,3.97,3.1394,6.756600000000001,0.982687432556616
41,10.0,10.0,10.0,-10.0,-10.0,19.995,0.9813854598792106
42,10.0,10.0,10.0,-10.0,-0.8958,2.2932,0.9916642086915157
43,-10.0,-10.0,-10.0,9.7146,-10.0,2.3619000000000003,0.9737138574135139
44,10.0,10.0,10.0,-7.1954,4.651800000000001,15.600000000000001,0.9811776906218503
45,10.0,10.0,10.0,-10.0,-10.0,2.3754000000000004,0.9735776805559412
46,10.0,10.0,10.0,-10.0,10.0,2.3643,0.9732300053827313
47,10.0,10.0,10.0,-7.7780000000000005,-4.51,6.7689,0.9837857502474898
48,-10.0,-10.0,-10.0,10.0,10.0,2.1291,0.9880313462677077
49,-10.0,-10.0,-10.0,10.0,7.436,2.1429,0.9903715557350906
50,10.0,10.0,10.0,-10.0,-10.0,2.1228000000000002,0.9868297544626976
51,10.0,10.0,10.0,-10.0,-10.0,6.700500000000001,0.9940415395298756
52,-10.0,-10.0,-10.0,6.6726,0.9904000000000001,6.6447,0.992372674800188
53,-10.0,-8.531600000000001,-9.9802,5.188000000000001,-5.196000000000001,3.8463000000000003,0.9753481337235191
54,10.0,10.0,10.0,-10.0,9.041400000000001,2.181,0.9923180154554334
55,-10.0,-10.0,-10.0,10.0,10.0,15.474300000000001,0.9807923943886487
56,10.0,10.0,10.0,-6.5964,-5.211,6.654000000000001,0.9927154959590437
57,10.0,10.0,10.0,-0.8460000000000001,-3.2176,2.1633,0.9849470188982812
58,-10.0,-10.0,-10.0,10.0,10.0,2.0769,0.9757655838171024
59,-10.0,-10.0,-10.0,3.004,2.7998000000000003,2.2356000000000003,0.9918867128424441
