,Bias_1,Bias_2,Bias_3,Bias_4,Bias_5,Bias_6,Time,Fidelity
0,-1.3019685542263035,-1.680363352397043,-1.970498712430163,-0.34395589589440306,-0.47808885039976007,-1.0804287634122716,19.74189323923919,0.770346287239424
1,-0.8007923435384627,3.051026965021299,0.5162987083244897,-0.15143528108872184,-2.9516196764518634,-1.3180325260326904,18.0514089362675,0.7469909446138167
2,-1.2073912434648175,-2.6511766568496133,-2.516535153019185,-2.0959228744116416,-3.6029535929575696,-0.968066763425529,16.17094098178878,0.8113088276913094
3,-1.0882542090980036,2.49968792752871,-1.3862316837000563,-1.653285445787679,1.0633405503707198,-0.8638793161030757,15.619003130724561,0.734491948934278
4,-1.8539271302059297,-2.005303996600569,-1.4337169098665825,-0.35262661461270484,-2.1745692434002124,-2.0029271561728326,13.195159149623553,0.7532067536540936
5,-1.8278164703171926,-1.6133790099159289,-0.5254272628429086,-0.7570920742767193,-1.859192147808813,-1.4341806883553434,13.329955872015338,0.8487627443960882
6,-1.517655364280344,-3.8437274082253436,-0.6494287678747446,-1.1047932005477703,-4.5632033844781015,-1.4475336714417966,16.253730305887537,0.7506773505133641
7,-1.723752788556396,-1.2552504165028089,-1.415863383607781,-1.7807689608892499,-1.2499738074805578,-2.1197289041312883,16.261427073818425,0.818916231337048
8,-1.0379414675852245,-5.427551680991184,-1.8534977249575966,-2.3328037423028314,-3.944521027397328,-1.1554851110222746,13.453569273987592,0.8072214084810249
9,-0.3116453326440147,0.34469166761797715,0.910349229162263,-1.6013934395668383,-0.9610996332840407,-0.4900039618806679,10.989189699863228,0.739385400145031
10,-1.312413327429097,2.483502084989218,-0.247577173229809,-0.3615249920916005,-3.5853723741606407,-1.9132653043507388,18.489506596903915,0.7642624335552902
11,-1.855998845813155,-4.89226055106864,-2.1296809380843587,-0.9400579146382793,-3.99189458223998,-1.9131265541094158,18.486959178049855,0.7448773817376332
12,-1.2516126607099345,-1.7374406825910131,-1.2298352707273517,-1.9870145411418427,-2.0688321619442505,-1.1776665515481008,15.900367342680166,0.7663591086499232
13,-1.1097640896308518,2.645072088836878,-0.1171330409447763,0.04032362036844991,-3.2514295530120196,-1.7383809791728435,17.85429009010339,0.7404328963625479
14,0.03385713142142582,1.6983674133579387,-2.025335304963277,-1.4515576115289361,1.6377237734170649,-0.05419703239648793,21.32683317465856,0.7977080167788106
15,-1.4158762255965276,-2.063692687501792,-0.6978395272491481,-0.7819426337024361,-1.8986020945610194,-1.5813635695471484,15.231567797745129,0.7533109410022893
16,-1.010151179105343,-0.7833494703090209,-0.2081222656171775,-0.4294575086916767,-0.5405740701119057,-0.9724720318081264,11.073377756955253,0.882186614938713
17,-1.1474628943137901,-1.9114042199787598,-1.4956468283527848,-1.2624006376276369,-1.6354332122610251,-0.8340492894112235,16.1442139930612,0.8113304061207929
18,-0.7104810908595712,-1.9269337966013167,-1.5478917172211508,-1.8746514300380805,-1.9358358542720464,-0.7907340675177695,14.361614758432106,0.8195980145283461
19,-0.2518794482696918,-0.8123914785384412,-0.8537148585865073,-1.314362649645859,-0.5931954288431931,-0.23071872059771714,11.07158107708171,0.9016749394296601
20,-0.8864620216445982,-1.6175606660672301,0.1639278559749645,-1.715430426970099,-3.1731842942397526,-0.7888507366747536,17.391064048824767,0.7602297188725693
