,Bias_1,Bias_2,Bias_3,Bias_4,Bias_5,Bias_6,Time,Fidelity
0,1.4002000000000001,-2.7092,3.865,1.8764,-5.9942,1.5324,21.9675,0.757958127168409
1,10.0,10.0,9.222800000000001,10.0,10.0,10.0,3.4638000000000004,0.6425056890354746
2,-10.0,-10.0,-10.0,-9.2224,-10.0,-10.0,3.8613000000000004,0.7593190448344271
3,1.3608,-3.3568000000000002,0.5308,0.12100000000000001,-2.4774000000000003,1.4556,12.954300000000002,0.625403123812872
4,10.0,6.328600000000001,10.0,10.0,5.0036000000000005,10.0,29.999700000000004,0.6616526881559643
5,-9.1158,-2.644,-8.9982,-9.887,-7.6344,-8.788400000000001,23.216400000000004,0.6072748099381149
6,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,18.795900000000003,0.7898272067260587
7,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,18.7173,0.8151882857066002
8,4.912,10.0,3.5140000000000002,4.2866,0.8954000000000001,4.6606000000000005,23.232000000000003,0.6267904613655257
9,10.0,10.0,10.0,10.0,10.0,10.0,4.1421,0.8773495106277664
10,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,3.7314000000000003,0.8751500171241802
11,10.0,10.0,10.0,10.0,10.0,10.0,18.446700000000003,0.8269695682855904
12,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,11.066400000000002,0.5852720485098883
13,10.0,10.0,10.0,10.0,10.0,10.0,26.6304,0.606030826514087
14,2.2866,6.7972,2.0698000000000003,2.1510000000000002,5.654800000000001,2.4214,26.537100000000002,0.6279679311586287
15,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,18.5454,0.8366561294806627
16,10.0,9.9732,10.0,10.0,10.0,10.0,4.0806000000000004,0.8949498478255955
17,10.0,10.0,10.0,10.0,10.0,10.0,26.207700000000003,0.593315768387269
18,10.0,10.0,10.0,10.0,10.0,10.0,3.7368000000000006,0.8769427643012521
19,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,26.5422,0.6217899270277999
20,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,18.8853,0.7503396242639451
21,10.0,10.0,10.0,10.0,10.0,10.0,17.9781,0.594897516039185
22,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,18.7296,0.811834585379759
23,10.0,10.0,10.0,10.0,10.0,10.0,26.591400000000004,0.6142583949275328
24,10.0,10.0,10.0,10.0,10.0,10.0,18.6597,0.8277318942491175
25,-0.11860000000000001,-1.9988000000000001,-2.8262,0.2528,-0.6566000000000001,0.056400000000000006,19.474800000000002,0.6291583969134529
26,10.0,10.0,10.0,10.0,10.0,10.0,11.207400000000002,0.5814776883036686
27,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,18.1563,0.7126218264733712
28,-10.0,-10.0,-10.0,-9.224,-10.0,-10.0,4.365600000000001,0.6117144601625898
29,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,4.515300000000001,0.6514968477217044
30,-6.0136,-1.091,-4.027,-5.5296,3.202,-6.157,24.634800000000002,0.5850283886514387
31,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,18.886200000000002,0.7498891056798028
32,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,11.1849,0.5826968415623679
33,10.0,10.0,10.0,9.3104,10.0,10.0,4.0776,0.766741194724431
34,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,3.3411000000000004,0.6589776541554153
35,-3.705,-0.049,-4.3978,-5.167,-1.1006,-3.7534,12.250200000000001,0.7784966001084888
36,10.0,10.0,10.0,10.0,10.0,10.0,18.217200000000002,0.7459611956158921
37,10.0,10.0,10.0,10.0,10.0,10.0,4.230600000000001,0.8408938820013256
38,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,11.221200000000001,0.5806163455096729
39,10.0,10.0,10.0,10.0,10.0,10.0,3.2685000000000004,0.606975853504372
40,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,10.8984,0.5775636189289665
41,10.0,10.0,10.0,10.0,10.0,10.0,4.183800000000001,0.8617235307021958
42,10.0,10.0,10.0,10.0,10.0,10.0,3.9837000000000002,0.9101163028101449
43,-1.2232,2.4292000000000002,-0.5368,-0.31,-3.7592000000000003,-1.5604,29.999700000000004,0.6144736043161907
44,10.0,10.0,10.0,10.0,10.0,10.0,18.498900000000003,0.8340927735399019
45,0.8270000000000001,10.0,1.2614,2.6416,7.7418000000000005,0.795,23.0118,0.5974696074160182
46,10.0,10.0,10.0,10.0,10.0,10.0,3.7680000000000002,0.8864693861059916
47,-7.3260000000000005,-9.9108,-9.1494,-9.1036,-5.5242,-6.401800000000001,29.547000000000004,0.5893005083294189
48,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,18.1947,0.7341410495484266
49,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,18.1275,0.6954460184206337
50,-9.147400000000001,-8.987,-9.086400000000001,-9.2992,-9.1734,-9.081000000000001,3.7446,0.8658509089895622
51,-6.3314,-9.1918,-4.381200000000001,-5.0112000000000005,-2.6848,-5.6972000000000005,21.8745,0.6021604124653512
52,10.0,10.0,10.0,10.0,10.0,10.0,10.977,0.5828520205999879
53,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,18.7449,0.8073389738881545
54,10.0,10.0,10.0,10.0,10.0,10.0,3.6990000000000003,0.8635296303341937
55,-6.4016,5.410200000000001,-5.9644,-3.5528,-1.4892,-6.284000000000001,26.7876,0.6710331979439624
56,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,3.414,0.70904635082993
57,0.5236000000000001,3.6082,-0.098,1.2868000000000002,3.7296,0.6048,23.861100000000004,0.7050497596523005
58,-9.909600000000001,-6.800400000000001,-9.759,-9.7218,-6.4346000000000005,-9.888200000000001,24.856500000000004,0.6569181039025097
59,-4.5152,-6.163600000000001,-6.2978000000000005,-4.7988,-1.617,-3.7432000000000003,15.948300000000001,0.6865940898106017
60,10.0,10.0,10.0,10.0,10.0,10.0,26.576100000000004,0.616941407135823
61,-5.166,-1.1414,-5.614800000000001,-5.6688,-2.9346,-4.828,17.391900000000003,0.5912436284057143
62,10.0,10.0,10.0,10.0,10.0,10.0,3.3276000000000003,0.6494372222479751
63,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,3.3840000000000003,0.6887725069131923
64,10.0,10.0,10.0,10.0,10.0,10.0,3.2457000000000003,0.5903735406928037
65,10.0,10.0,10.0,10.0,10.0,10.0,18.3933,0.8151313842718211
